RNA GC1,RNA GC2,RNA GC3,RNA GC4,RNA GC5,RNA Soma1,RNA Soma2,RNA Soma3,RNA Soma4,RNA Soma5,Protein GC1,Protein GC2,Protein GC4,Protein GC5,Protein Soma1,Protein Soma2,Protein Soma3,Protein Soma4,Protein Soma5,Protein Soma6,GC [RNA] mean,Soma [RNA] mean,RNA GC/Soma,GC [Protein] mean,Soma [Protein] mean,Protein GC/Soma,RNA GC vs Soma Significant 5% FDR,Protein GC vs Soma significant 5% FDR,GOBP name,GOMF name,GOCC name,RNA deviation (SEM) GC,RNA deviation (SEM) Soma,Protein deviation (SEM) Soma,Prot dev (SEM) GC,Mol. weight [kDa],Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,ENSG
0.1438254,-0.1725944,1.178524,1.900643,0.8503281,2.085519,1.737591,2.082788,2.269698,1.570733,-5.2492,-5.241438,NaN,NaN,NaN,-3.09895,NaN,NaN,-1.718377,-3.481579,0.78014522,1.9492658,-1.16912058,-5.245319,-2.766302,-2.479017,,,"negative regulation of transcription from RNA polymerase II promoter;anatomical structure development;biological regulation;cellular component assembly;cellular component organization;cellular component organization or biogenesis;developmental process;gamete generation;macromolecular complex assembly;macromolecular complex subunit organization;multicellular organismal process;multicellular organismal reproductive process;negative regulation of biological process;negative regulation of biosynthetic process;negative regulation of cellular biosynthetic process;negative regulation of cellular macromolecule biosynthetic process;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of gene expression;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;negative regulation of RNA metabolic process;negative regulation of transcription, DNA-dependent;positive regulation of biological process;positive regulation of biosynthetic process;positive regulation of cellular biosynthetic process;positive regulation of cellular metabolic process;positive regulation of cellular process;positive regulation of gene expression;positive regulation of macromolecule biosynthetic process;positive regulation of macromolecule metabolic process;positive regulation of metabolic process;positive regulation of nitrogen compound metabolic process;positive regulation of nucleobase-containing compound metabolic process;positive regulation of RNA metabolic process;positive regulation of transcription from RNA polymerase II promoter;positive regulation of transcription, DNA-dependent;protein complex assembly;protein complex subunit organization;regulation of biological process;regulation of biosynthetic process;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of RNA metabolic process;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;reproductive process;substantia nigra development",binding;cation binding;core promoter proximal region DNA binding;core promoter proximal region sequence-specific DNA binding;DNA binding;double-stranded DNA binding;ion binding;metal ion binding;nucleic acid binding;nucleic acid binding transcription factor activity;regulatory region DNA binding;regulatory region nucleic acid binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity;RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription;RNA polymerase II regulatory region DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;sequence-specific DNA binding transcription factor activity;structure-specific DNA binding;transcription regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding,cell part;cytoplasmic part;Golgi apparatus;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;nuclear part;nucleoplasm;nucleus;organelle;organelle part,0.369578302,0.127899021,0.535478413,0.003880978,88.75,Q61624,Q61624,Zinc finger protein 148,Znf148,>sp|Q61624|ZN148_MOUSE Zinc finger protein 148 OS=Mus musculus GN=Znf148 PE=1 SV=2,ENSMUSG00000022811
2.754868,2.324851,2.585856,1.195033,2.771197,2.816909,3.479445,2.829947,2.783932,2.465137,NaN,-0.3190085,NaN,-0.6982806,-2.85002,-0.8712167,-1.053697,-1.411625,NaN,NaN,2.326361,2.875074,-0.548713,-0.50864455,-1.546639675,1.037995125,,,actin cytoskeleton organization;actin cytoskeleton reorganization;actin filament-based process;activation of protein kinase activity;anatomical structure development;anatomical structure morphogenesis;biological regulation;branching morphogenesis of a tube;cell migration;cell motility;cell projection organization;cellular component movement;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular localization;cellular macromolecule localization;cellular macromolecule metabolic process;cellular membrane organization;cellular metabolic process;cellular process;cellular protein localization;cellular protein metabolic process;cellular response to stimulus;cellular response to stress;cytoskeleton organization;dendrite development;developmental process;intracellular protein kinase cascade;intracellular signal transduction;localization;locomotion;macromolecule localization;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;morphogenesis of a branching structure;multicellular organismal process;negative regulation of apoptosis;negative regulation of biological process;negative regulation of cell death;negative regulation of cell proliferation;negative regulation of cell proliferation involved in contact inhibition;negative regulation of cellular process;negative regulation of programmed cell death;neuromuscular junction development;neuron projection development;organelle organization;peptidyl-amino acid modification;peptidyl-serine modification;peptidyl-serine phosphorylation;phosphate-containing compound metabolic process;phosphorus metabolic process;phosphorylation;positive regulation of actin filament bundle assembly;positive regulation of biological process;positive regulation of catalytic activity;positive regulation of cell communication;positive regulation of cellular component organization;positive regulation of cellular metabolic process;positive regulation of cellular process;positive regulation of cellular protein metabolic process;positive regulation of cytoskeleton organization;positive regulation of estrogen receptor signaling pathway;positive regulation of JUN kinase activity;positive regulation of kinase activity;positive regulation of macromolecule metabolic process;positive regulation of MAP kinase activity;positive regulation of metabolic process;positive regulation of molecular function;positive regulation of organelle organization;positive regulation of peptidyl-serine phosphorylation;positive regulation of peptidyl-tyrosine phosphorylation;positive regulation of phosphate metabolic process;positive regulation of phosphorus metabolic process;positive regulation of phosphorylation;positive regulation of protein kinase activity;positive regulation of protein metabolic process;positive regulation of protein modification process;positive regulation of protein phosphorylation;positive regulation of protein serine/threonine kinase activity;positive regulation of protein tyrosine kinase activity;positive regulation of response to stimulus;positive regulation of signal transduction;positive regulation of signaling;positive regulation of steroid hormone receptor signaling pathway;positive regulation of stress fiber assembly;positive regulation of transferase activity;primary metabolic process;protein autophosphorylation;protein localization;protein localization in membrane;protein metabolic process;protein modification process;protein phosphorylation;Ras protein signal transduction;receptor clustering;regulation of actin cytoskeleton organization;regulation of actin filament bundle assembly;regulation of actin filament-based process;regulation of anatomical structure morphogenesis;regulation of apoptosis;regulation of axonogenesis;regulation of biological process;regulation of catalytic activity;regulation of cell communication;regulation of cell cycle;regulation of cell death;regulation of cell development;regulation of cell differentiation;regulation of cell morphogenesis;regulation of cell morphogenesis involved in differentiation;regulation of cell projection organization;regulation of cell proliferation;regulation of cellular component biogenesis;regulation of cellular component organization;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of cellular response to stress;regulation of cytoskeleton organization;regulation of developmental process;regulation of estrogen receptor signaling pathway;regulation of growth;regulation of intracellular protein kinase cascade;regulation of JNK cascade;regulation of JUN kinase activity;regulation of kinase activity;regulation of macromolecule metabolic process;regulation of MAP kinase activity;regulation of MAPKKK cascade;regulation of metabolic process;regulation of mitotic cell cycle;regulation of molecular function;regulation of multicellular organismal development;regulation of multicellular organismal process;regulation of nervous system development;regulation of neurogenesis;regulation of neuron differentiation;regulation of neuron projection development;regulation of organelle organization;regulation of peptidyl-serine phosphorylation;regulation of peptidyl-tyrosine phosphorylation;regulation of phosphate metabolic process;regulation of phosphorus metabolic process;regulation of phosphorylation;regulation of primary metabolic process;regulation of programmed cell death;regulation of protein kinase activity;regulation of protein metabolic process;regulation of protein modification process;regulation of protein phosphorylation;regulation of protein serine/threonine kinase activity;regulation of protein tyrosine kinase activity;regulation of response to stimulus;regulation of response to stress;regulation of signal transduction;regulation of signaling;regulation of steroid hormone receptor signaling pathway;regulation of stress fiber assembly;regulation of stress-activated protein kinase signaling cascade;regulation of transferase activity;response to stimulus;response to stress;response to wounding;Rho protein signal transduction;signal transduction;small GTPase mediated signal transduction;stress-activated protein kinase signaling cascade;synapse organization;tube morphogenesis;wound healing,"catalytic activity;nucleotide binding;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;collagen binding;enzyme activator activity;enzyme binding;enzyme regulator activity;GTPase binding"";identical protein binding;kinase activator activity;kinase activity;kinase binding;kinase regulator activity;phosphotransferase activity, alcohol group as acceptor;protein binding;protein kinase activator activity;protein kinase activity;protein kinase binding;protein kinase regulator activity;protein serine/threonine kinase activity;protein tyrosine kinase activator activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;Rac GTPase binding;Ras GTPase binding;Rho GTPase binding;ribonucleotide binding;small GTPase binding;transferase activity;transferase activity, transferring phosphorus-containing groups",adherens junction;anchoring junction;axon;cell junction;cell part;cell projection;cell projection part;cell-cell junction;cell-substrate adherens junction;cell-substrate junction;cytoplasm;cytoplasmic part;dendrite;focal adhesion;Golgi apparatus;growth cone;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;neuron projection;nuclear part;nucleoplasm;nucleus;organelle;organelle part;perinuclear region of cytoplasm;plasma membrane;protein complex;ruffle;site of polarized growth,0.315859139,0.293400526,0.448722035,0.189636037,57.93,Q8CIN4;S4R2K7,Q8CIN4,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,Pak2,>sp|Q8CIN4|PAK2_MOUSE Serine/threonine-protein kinase PAK 2 OS=Mus musculus GN=Pak2 PE=1 SV=1,ENSMUSG00000022781;ENSMUSG00000030774
3.405761,1.377876,3.522723,1.757277,2.840925,3.473721,3.27858,3.4097,4.435568,3.752544,-3.481344,-1.726333,-1.508187,-1.029308,-1.296557,0.8376367,-0.1902274,0.6246368,1.560952,1.808228,2.5809124,3.6700226,-1.0891102,-1.936293,0.55744485,-2.49373785,,,"protein polyubiquitination;biological regulation;catabolic process;cellular catabolic process;cellular macromolecule catabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;cellular response to stress;DNA catabolic process;DNA catabolic process, exonucleolytic;DNA double-strand break processing;DNA metabolic process;DNA repair;error-free postreplication DNA repair;macromolecule catabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;negative regulation of apoptosis;negative regulation of biological process;negative regulation of cell death;negative regulation of cellular process;negative regulation of neuron apoptosis;negative regulation of programmed cell death;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;positive regulation of biological process;positive regulation of catabolic process;positive regulation of cell communication;positive regulation of cell projection organization;positive regulation of cellular catabolic process;positive regulation of cellular component biogenesis;positive regulation of cellular component organization;positive regulation of cellular metabolic process;positive regulation of cellular process;positive regulation of cellular protein metabolic process;positive regulation of developmental process;positive regulation of DNA metabolic process;positive regulation of DNA repair;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of intracellular protein kinase cascade;positive regulation of macromolecule metabolic process;positive regulation of metabolic process;positive regulation of molecular function;positive regulation of nervous system development;positive regulation of neuron projection development;positive regulation of NF-kappaB transcription factor activity;positive regulation of nitrogen compound metabolic process;positive regulation of nucleobase-containing compound metabolic process;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;positive regulation of protein catabolic process;positive regulation of protein metabolic process;positive regulation of proteolysis;positive regulation of response to DNA damage stimulus;positive regulation of response to stimulus;positive regulation of sequence-specific DNA binding transcription factor activity;positive regulation of signal transduction;positive regulation of signaling;positive regulation of synapse assembly;postreplication repair;primary metabolic process;protein K63-linked ubiquitination;protein metabolic process;protein modification by small protein conjugation;protein modification by small protein conjugation or removal;protein modification process;protein polyubiquitination;protein ubiquitination;regulation of apoptosis;regulation of biological process;regulation of biosynthetic process;regulation of catabolic process;regulation of cell communication;regulation of cell death;regulation of cell development;regulation of cell differentiation;regulation of cell projection organization;regulation of cellular biosynthetic process;regulation of cellular catabolic process;regulation of cellular component biogenesis;regulation of cellular component organization;regulation of cellular macromolecule biosynthetic process"";regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of cellular response to stress;regulation of developmental process;regulation of DNA metabolic process;regulation of DNA repair;regulation of gene expression;regulation of I-kappaB kinase/NF-kappaB cascade;regulation of intracellular protein kinase cascade;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of molecular function;regulation of multicellular organismal development;regulation of multicellular organismal process;regulation of nervous system development;regulation of neurogenesis;regulation of neuron apoptosis;regulation of neuron differentiation;regulation of neuron projection development;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of programmed cell death;regulation of proteasomal protein catabolic process;regulation of proteasomal ubiquitin-dependent protein catabolic process;regulation of protein catabolic process;regulation of protein metabolic process;regulation of proteolysis;regulation of response to DNA damage stimulus;regulation of response to stimulus;regulation of response to stress;regulation of RNA metabolic process;regulation of sequence-specific DNA binding transcription factor activity;regulation of signal transduction;regulation of signaling;regulation of synapse assembly;regulation of synapse organization;regulation of transcription, DNA-dependent;response to DNA damage stimulus;response to stimulus;response to stress","catalytic activity;acid-amino acid ligase activity;binding;enzyme binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;protein binding;small conjugating protein ligase activity;ubiquitin conjugating enzyme binding;ubiquitin protein ligase binding",cell part;cytoplasm;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;membrane-bounded vesicle;nucleus;organelle;protein complex;UBC13-MMS2 complex;UBC13-UEV1A complex;ubiquitin conjugating enzyme complex;ubiquitin ligase complex;vesicle,0.473087758,0.210869826,0.50830406,2.082637548,16.367,Q9D2M8;A6X925;B2KF55;B7ZBY6;D3Z6R2,Q9D2M8;A6X925,Ubiquitin-conjugating enzyme E2 variant 2,Ube2v2,>sp|Q9D2M8|UB2V2_MOUSE Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus GN=Ube2v2 PE=1 SV=4;>tr|A6X925|A6X925_MOUSE Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus GN=Ube2v2 PE=1 SV=1,ENSMUSG00000022674;ENSMUSG00000078923;ENSMUSG00000060811
3.40554,2.479868,3.243659,3.072401,3.815741,4.048069,3.506779,3.741836,4.12495,4.165594,-0.5212875,1.801006,0.2420018,0.05935231,-3.959774,-3.717013,-4.214131,NaN,NaN,NaN,3.2034418,3.9174456,-0.7140038,0.395268153,-3.963639333,4.358907486,,+,,,,0.218872368,0.126724899,0.143518612,0.496026129,14.307,E9PZI9;Q05D16;E9QMY1;Q80VX2;O54901,E9PZI9;Q05D16;E9QMY1;Q80VX2;O54901,OX-2 membrane glycoprotein,Cd200,>tr|E9PZI9|E9PZI9_MOUSE OX-2 membrane glycoprotein OS=Mus musculus GN=Cd200 PE=1 SV=1;>tr|Q05D16|Q05D16_MOUSE Cd200 protein OS=Mus musculus GN=Cd200 PE=1 SV=1;>tr|E9QMY1|E9QMY1_MOUSE OX-2 membrane glycoprotein OS=Mus musculus GN=Cd200 PE=1 SV=1;>tr|Q80VX2|,ENSMUSG00000022661
2.769532,3.739969,4.639534,0.6651007,1.42427,3.940104,3.402461,3.922539,1.785475,4.088554,0.009089787,0.5444363,NaN,NaN,-3.960246,-4.733737,-4.671379,NaN,NaN,NaN,2.64768114,3.4278266,-0.78014546,0.276763044,-4.455120667,4.73188371,,+,,,anchored to membrane;cell part;intrinsic to membrane;membrane;membrane part;plasma membrane,0.72810638,0.426713675,0.248091251,0.267673254,17.028,Q8K356;Q9WUC3,Q8K356;Q9WUC3,Lymphocyte antigen 6H,Ly6h,">tr|Q8K356|Q8K356_MOUSE Lymphocyte antigen 6 complex, locus H OS=Mus musculus GN=Ly6h PE=1 SV=1;>sp|Q9WUC3|LY6H_MOUSE Lymphocyte antigen 6H OS=Mus musculus GN=Ly6h PE=1 SV=2",ENSMUSG00000022577
2.327838,-1.744961,3.311949,-3.614303,2.59651,3.452073,2.649741,3.253879,0.5246459,3.854632,-4.837678,-3.830086,NaN,NaN,-0.5057783,NaN,-0.4481058,-2.091738,NaN,NaN,0.5754066,2.74699418,-2.17158758,-4.333882,-1.015207367,-3.318674633,,+,metabolic process;oxidation-reduction process;response to chemical stimulus;response to endogenous stimulus;response to glucagon stimulus;response to hormone stimulus;response to organic substance;response to peptide hormone stimulus;response to stimulus,binding;cation binding;electron carrier activity;heme binding;ion binding;iron ion binding;metal ion binding;tetrapyrrole binding;transition metal ion binding,cell part;cytoplasmic part;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;mitochondrial inner membrane;mitochondrial membrane;mitochondrial part;mitochondrion;nucleus;organelle;organelle inner membrane;organelle membrane;organelle part;respiratory chain,1.370808363,0.588609397,0.53852272,0.503795981,35.327,Q9D0M3,Q9D0M3,"Cytochrome c1, heme protein, mitochondrial",Cyc1,">sp|Q9D0M3|CY1_MOUSE Cytochrome c1, heme protein, mitochondrial OS=Mus musculus GN=Cyc1 PE=1 SV=1",ENSMUSG00000022551
4.06812,2.107198,4.271547,3.901244,4.545352,1.921182,1.532368,1.415049,-1.57989,1.79393,-4.751957,-5.040749,NaN,NaN,NaN,-1.485709,NaN,NaN,0.4893962,1.336043,3.7786922,1.0165278,2.7621644,-4.896353,0.1132434,-5.0095964,+,+,biological regulation;carbohydrate metabolic process;cellular carbohydrate metabolic process;cellular glucan metabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular polysaccharide metabolic process;cellular process;cellular response to stimulus;energy derivation by oxidation of organic compounds;energy reserve metabolic process;generation of precursor metabolites and energy;glucan metabolic process;glycogen metabolic process;intracellular signal transduction;macromolecule metabolic process;metabolic process;negative regulation of catalytic activity;negative regulation of kinase activity;negative regulation of molecular function;negative regulation of protein kinase activity;negative regulation of transferase activity;oxidation-reduction process;polysaccharide metabolic process;primary metabolic process;regulation of biological process;regulation of catalytic activity;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of kinase activity;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of molecular function;regulation of phosphate metabolic process;regulation of phosphorus metabolic process;regulation of phosphorylation;regulation of primary metabolic process;regulation of protein kinase activity;regulation of protein metabolic process;regulation of protein modification process;regulation of protein phosphorylation;regulation of transferase activity;response to stimulus;signal transduction,enzyme inhibitor activity;enzyme regulator activity;phosphatase inhibitor activity;phosphatase regulator activity;protein phosphatase inhibitor activity;protein phosphatase regulator activity;protein serine/threonine phosphatase inhibitor activity,cell part;cytoplasm;extracellular region part;extracellular space;intracellular part,0.431471497,0.655326247,0.836000264,0.144396067,18.718,Q9ERT9,Q9ERT9,Protein phosphatase 1 regulatory subunit 1A,Ppp1r1a,>sp|Q9ERT9|PPR1A_MOUSE Protein phosphatase 1 regulatory subunit 1A OS=Mus musculus GN=Ppp1r1a PE=1 SV=1,ENSMUSG00000022490
3.345014,2.601788,3.396489,1.009013,1.975001,3.859074,3.855843,3.889885,2.876775,4.491678,NaN,NaN,-3.233891,-2.240076,2.677396,NaN,2.273212,0.2601581,NaN,NaN,2.465461,3.794651,-1.32919,-2.7369835,1.736922033,-4.473905533,,+,acetyl-CoA catabolic process;acetyl-CoA metabolic process;carboxylic acid metabolic process;catabolic process;cellular catabolic process;cellular ketone metabolic process;cellular metabolic process;cellular process;citrate metabolic process;coenzyme catabolic process;coenzyme metabolic process;cofactor catabolic process;cofactor metabolic process;isocitrate metabolic process;metabolic process;organic acid metabolic process;oxoacid metabolic process;small molecule metabolic process;tricarboxylic acid cycle;tricarboxylic acid metabolic process,"catalytic activity;3 iron, 4 sulfur cluster binding;4 iron, 4 sulfur cluster binding;aconitate hydratase activity;binding;carbon-oxygen lyase activity;cation binding;hydro-lyase activity;ion binding;iron ion binding;iron-sulfur cluster binding;lyase activity;metal cluster binding;metal ion binding;transition metal ion binding",cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;myelin sheath;nucleus;organelle,0.448375016,0.259355694,0.747543752,0.496907473,85.462,Q99KI0,Q99KI0,"Aconitate hydratase, mitochondrial",Aco2,">sp|Q99KI0|ACON_MOUSE Aconitate hydratase, mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1",ENSMUSG00000022477
0.3108925,1.843129,1.514485,-4.095462,1.718982,2.475014,2.353481,2.574565,3.319947,2.733711,NaN,-3.295395,-4.855429,NaN,-3.222759,-4.39273,NaN,NaN,-3.498863,NaN,0.2584053,2.6913436,-2.4329383,-4.075412,-3.704784,-0.370628,,,actin filament capping;barbed-end actin filament capping;biological regulation;cellular component organization;cellular component organization or biogenesis;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule metabolic process;macromolecule modification;maintenance of location;maintenance of protein location;metabolic process;negative regulation of actin filament depolymerization;negative regulation of actin filament polymerization;negative regulation of biological process;negative regulation of cellular component organization;negative regulation of cellular process;negative regulation of cytoskeleton organization;negative regulation of organelle organization;negative regulation of protein complex assembly;negative regulation of protein complex disassembly;negative regulation of protein polymerization;peptidyl-amino acid modification;peptidyl-tyrosine modification;peptidyl-tyrosine phosphorylation;phosphate-containing compound metabolic process;phosphorus metabolic process;phosphorylation;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of actin cytoskeleton organization;regulation of actin filament depolymerization;regulation of actin filament length;regulation of actin filament polymerization;regulation of actin filament-based process;regulation of actin phosphorylation;regulation of actin polymerization or depolymerization;regulation of anatomical structure size;regulation of biological process;regulation of biological quality;regulation of cellular component biogenesis;regulation of cellular component organization;regulation of cellular component size;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of cytoskeleton organization;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of organelle organization;regulation of phosphate metabolic process;regulation of phosphorus metabolic process;regulation of phosphorylation;regulation of primary metabolic process;regulation of protein complex assembly;regulation of protein complex disassembly;regulation of protein metabolic process;regulation of protein modification process;regulation of protein phosphorylation;regulation of protein polymerization;sequestering of actin monomers,"nucleotide binding;actin binding;actin monomer binding;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;cytoskeletal protein binding;kinase activity;lipid binding;phosphatidylinositol binding;phosphatidylinositol-4,5-bisphosphate binding;phospholipid binding;phosphotransferase activity, alcohol group as acceptor;protein binding;protein complex binding;protein kinase activity;protein tyrosine kinase activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups",actin cytoskeleton;adherens junction;anchoring junction;cell junction;cell part;cell projection;cell-cell junction;cell-substrate adherens junction;cell-substrate junction;contractile fiber;cytoplasm;cytoplasmic part;cytoskeleton;filopodium;focal adhesion;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;myofibril;non-membrane-bounded organelle;organelle;perinuclear region of cytoplasm,1.122080326,0.169044986,0.35308677,0.780017138,40.079,Q91YR1,Q91YR1,Twinfilin-1,Twf1,>sp|Q91YR1|TWF1_MOUSE Twinfilin-1 OS=Mus musculus GN=Twf1 PE=1 SV=2,ENSMUSG00000022451
3.841791,3.730787,4.723028,-2.548678,5.857474,3.064069,2.609746,2.548927,3.120125,3.423004,-4.951995,-5.608962,NaN,NaN,-4.672655,NaN,NaN,NaN,-1.548081,-1.384594,3.1208804,2.9531742,0.1677062,-5.2804785,-2.53511,-2.7453685,,,metabolic process;oxidation-reduction process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress,,cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;membrane-bounded organelle;mitochondrial membrane;mitochondrial membrane part;mitochondrial part;mitochondrial respiratory chain complex I;mitochondrion;NADH dehydrogenase complex;organelle;organelle membrane;organelle part;protein complex;respiratory chain complex I,1.467845559,0.164661601,1.069814086,0.328483582,15.283,Q9CQZ5,Q9CQZ5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,Ndufa6,>sp|Q9CQZ5|NDUA6_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Mus musculus GN=Ndufa6 PE=1 SV=1,ENSMUSG00000022450
3.697405,1.678339,3.876126,4.119929,3.928346,3.589899,2.922266,3.481772,2.630963,3.493591,-4.274206,-4.541865,NaN,NaN,-4.279755,-2.418881,NaN,NaN,NaN,-2.02843,3.460029,3.2236982,0.2363308,-4.4080355,-2.909022,-1.4990135,,,cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular membrane organization;cellular process;establishment of localization;establishment of localization in cell;establishment of protein localization;establishment of protein localization in mitochondrion;establishment of protein localization to organelle;intracellular protein transport;intracellular transport;membrane organization;mitochondrial membrane organization;mitochondrial transport;mitochondrion organization;organelle organization;outer mitochondrial membrane organization;protein import;protein import into mitochondrial outer membrane;protein targeting;protein targeting to membrane;protein targeting to mitochondrion;protein transport;transport,macromolecule transmembrane transporter activity;protein transmembrane transporter activity;protein transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity,cell part;cytoplasmic part;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;macromolecular complex;membrane;membrane part;membrane-bounded organelle;mitochondrial inner membrane;mitochondrial membrane;mitochondrial membrane part;mitochondrial outer membrane translocase complex;mitochondrial part;mitochondrion;organelle;organelle inner membrane;organelle membrane;organelle part;protein complex,0.450482637,0.189174995,0.694572985,0.133829355,15.537,Q9CPQ3,Q9CPQ3,Mitochondrial import receptor subunit TOM22 homolog,Tomm22,>sp|Q9CPQ3|TOM22_MOUSE Mitochondrial import receptor subunit TOM22 homolog OS=Mus musculus GN=Tomm22 PE=1 SV=3,ENSMUSG00000022427
